Aceite,Aceite de oliva,Aceitunas,Aderezo,Agua,Ajo,Albahaca,Albondigas,Algas,Almendras,Anana,Anchoas,Apio,Arroz,Arvejas,Atun,Azafran,Azucar,Bananas,Batata,Berenjenas,Cacao,Cafe,Calabaza,Calamares,Caldo,Caldo de pescado,Canela,Caramelo,Carne,Carne picada,Cebolla,Cebolla de verdeo,Cerdo,Cerezas,Champiñones,Chimichurri,Choclo,Chocolate,Chorizo,Ciruelas,Coco rallado,Condimentos,Conejo,Cordero,Crema,Croutones,Dulce,Dulce de batata,Dulce de leche,Dulce de membrillo,Embutidos,Especias,Espinaca,Frutas confitadas,Frutas secas,Frutas variadas,Frutillas,Garbanzos,Gelatina,Grasa,Habas,Harina,Hierbas,Hongos,Huevo duro,Huevos,Huevos fritos,Jamon,Jugo de naranja,Leche,Leche condensada,Lechuga,Legumbres,Lentejas,Levadura,Limon,Manteca,Manzanas,Mariscos,Masa,Mascarpone,Mermelada,Miso,Mondongo,Morrones,Nueces,Oregano,Palmitos,Palta,Pan,Pan de miga,Pan rallado,Panceta,Papas,Papas fritas,Pasas de uva,Pasta,Pepino,Peras,Pescado,Pimienta,Pollo,Porotos,Puerro,Queso,Quinoa,Remolacha,Ricota,Rucula,Sabores,Sal,Salame,Salmon,Salsa,Semola,Soja texturizada,Ternera,Tinta de calamar,Tofu,Tomate,Vainillas,Verduras,Vino blanco,Vino tinto,Yogur,Zanahoria,Zapallitos,Zapallo,Nombre,Categoria
-0.1629376339780705,-0.06579516949597691,-0.06579516949597691,-0.1484130442988812,-0.11445713905747734,-0.1629376339780705,-0.11445713905747734,-0.0657951694959769,-0.0657951694959769,-0.0657951694959769,-0.06579516949597691,-0.06579516949597691,-0.0657951694959769,-0.28119346977101095,-0.06579516949597691,-0.09325048082403138,-0.11445713905747734,-0.42150323203895995,-0.06579516949597691,-0.06579516949597691,-0.09325048082403138,-0.09325048082403138,-0.11445713905747734,-0.13245323570650439,-0.09325048082403138,-0.2231003264365801,-0.0657951694959769,-0.09325048082403138,-0.0657951694959769,-0.3236694374850749,-0.13245323570650439,-0.3475240234284579,-0.0657951694959769,-0.09325048082403138,-0.0657951694959769,-0.11445713905747734,-0.06579516949597691,-0.1629376339780705,-0.11445713905747734,-0.09325048082403138,-0.0657951694959769,-0.13245323570650439,-0.0657951694959769,-0.06579516949597691,-0.0657951694959769,-0.2231003264365801,-0.06579516949597691,-0.06579516949597691,-0.06579516949597691,-0.13245323570650439,-0.0657951694959769,-0.06579516949597691,-0.1484130442988812,-0.2335496832484569,-0.06579516949597691,-0.0657951694959769,-0.0657951694959769,-0.09325048082403138,-0.09325048082403138,-0.06579516949597691,-0.0657951694959769,-0.0657951694959769,-0.45643546458763845,-0.0657951694959769,-0.09325048082403138,-0.06579516949597691,-0.517454889668201,-0.06579516949597691,-0.17638342073763935,-0.09325048082403138,-0.3236694374850749,-0.06579516949597691,-0.1484130442988812,-0.13245323570650439,-0.11445713905747737,-0.09325048082403138,-0.17638342073763935,-0.20089485905472748,-0.11445713905747734,-0.1629376339780705,-0.517454889668201,-0.1484130442988812,15.198684153570667,-0.0657951694959769,-0.06579516949597691,-0.06579516949597691,-0.09325048082403138,-0.11445713905747734,-0.06579516949597691,-0.0657951694959769,6.137317546507322,-0.0657951694959769,-0.13245323570650439,-0.0657951694959769,-0.18898223650461357,-0.06579516949597691,-0.11445713905747734,-0.28119346977101095,-0.06579516949597691,-0.0657951694959769,-0.13245323570650439,-0.09325048082403138,-0.3154775211496232,-0.0657951694959769,-0.06579516949597691,-0.4905524551257964,-0.06579516949597691,-0.06579516949597691,-0.18898223650461357,-0.0657951694959769,-0.09325048082403138,-0.1484130442988812,-0.0657951694959769,-0.0657951694959769,-0.3236694374850748,-0.06579516949597691,-0.06579516949597691,-0.06579516949597691,-0.0657951694959769,-0.0657951694959769,-0.33968311024337866,-0.1484130442988812,-0.4495247922641238,-0.1484130442988812,-0.13245323570650439,-0.06579516949597691,-0.13245323570650439,-0.06579516949597691,-0.06579516949597691,Tostadas con mermelada,Desayuno
-0.1629376339780705,-0.06579516949597691,-0.06579516949597691,-0.1484130442988812,-0.11445713905747734,-0.1629376339780705,-0.11445713905747734,-0.0657951694959769,-0.0657951694959769,-0.0657951694959769,-0.06579516949597691,-0.06579516949597691,-0.0657951694959769,-0.28119346977101095,-0.06579516949597691,-0.09325048082403138,-0.11445713905747734,2.372461048905003,-0.06579516949597691,-0.06579516949597691,-0.09325048082403138,-0.09325048082403138,-0.11445713905747734,-0.13245323570650439,-0.09325048082403138,-0.2231003264365801,-0.0657951694959769,-0.09325048082403138,-0.0657951694959769,-0.3236694374850749,-0.13245323570650439,-0.3475240234284579,-0.0657951694959769,-0.09325048082403138,-0.0657951694959769,-0.11445713905747734,-0.06579516949597691,-0.1629376339780705,-0.11445713905747734,-0.09325048082403138,-0.0657951694959769,-0.13245323570650439,-0.0657951694959769,-0.06579516949597691,-0.0657951694959769,-0.2231003264365801,-0.06579516949597691,-0.06579516949597691,-0.06579516949597691,-0.13245323570650439,-0.0657951694959769,-0.06579516949597691,-0.1484130442988812,-0.2335496832484569,-0.06579516949597691,-0.0657951694959769,-0.0657951694959769,-0.09325048082403138,-0.09325048082403138,-0.06579516949597691,-0.0657951694959769,-0.0657951694959769,2.1908902300206643,-0.0657951694959769,-0.09325048082403138,-0.06579516949597691,-0.517454889668201,-0.06579516949597691,-0.17638342073763935,-0.09325048082403138,-0.3236694374850749,-0.06579516949597691,-0.1484130442988812,-0.13245323570650439,-0.11445713905747737,-0.09325048082403138,-0.17638342073763935,4.9777281743560255,-0.11445713905747734,-0.1629376339780705,-0.517454889668201,-0.1484130442988812,-0.06579516949597691,-0.0657951694959769,-0.06579516949597691,-0.06579516949597691,-0.09325048082403138,-0.11445713905747734,-0.06579516949597691,-0.0657951694959769,-0.1629376339780705,-0.0657951694959769,-0.13245323570650439,-0.0657951694959769,-0.18898223650461357,-0.06579516949597691,-0.11445713905747734,-0.28119346977101095,-0.06579516949597691,-0.0657951694959769,-0.13245323570650439,-0.09325048082403138,-0.3154775211496232,-0.0657951694959769,-0.06579516949597691,-0.4905524551257964,-0.06579516949597691,-0.06579516949597691,-0.18898223650461357,-0.0657951694959769,-0.09325048082403138,-0.1484130442988812,-0.0657951694959769,-0.0657951694959769,-0.3236694374850748,-0.06579516949597691,-0.06579516949597691,-0.06579516949597691,-0.0657951694959769,-0.0657951694959769,-0.33968311024337866,-0.1484130442988812,-0.4495247922641238,-0.1484130442988812,-0.13245323570650439,-0.06579516949597691,-0.13245323570650439,-0.06579516949597691,-0.06579516949597691,Facturas de hojaldre,Desayuno
-0.1629376339780705,-0.06579516949597691,-0.06579516949597691,-0.1484130442988812,-0.11445713905747734,-0.1629376339780705,-0.11445713905747734,-0.0657951694959769,-0.0657951694959769,-0.0657951694959769,-0.06579516949597691,-0.06579516949597691,-0.0657951694959769,-0.28119346977101095,-0.06579516949597691,-0.09325048082403138,-0.11445713905747734,-0.42150323203895995,-0.06579516949597691,-0.06579516949597691,-0.09325048082403138,-0.09325048082403138,-0.11445713905747734,-0.13245323570650439,-0.09325048082403138,-0.2231003264365801,-0.0657951694959769,-0.09325048082403138,-0.0657951694959769,-0.3236694374850749,-0.13245323570650439,2.8774989139876315,-0.0657951694959769,-0.09325048082403138,-0.0657951694959769,-0.11445713905747734,-0.06579516949597691,-0.1629376339780705,-0.11445713905747734,-0.09325048082403138,-0.0657951694959769,-0.13245323570650439,-0.0657951694959769,-0.06579516949597691,-0.0657951694959769,-0.2231003264365801,-0.06579516949597691,-0.06579516949597691,-0.06579516949597691,-0.13245323570650439,-0.0657951694959769,-0.06579516949597691,-0.1484130442988812,-0.2335496832484569,-0.06579516949597691,-0.0657951694959769,-0.0657951694959769,-0.09325048082403138,-0.09325048082403138,-0.06579516949597691,-0.0657951694959769,-0.0657951694959769,-0.45643546458763845,-0.0657951694959769,-0.09325048082403138,-0.06579516949597691,1.932535608352669,-0.06579516949597691,-0.17638342073763935,-0.09325048082403138,-0.3236694374850749,-0.06579516949597691,-0.1484130442988812,-0.13245323570650439,-0.11445713905747737,-0.09325048082403138,-0.17638342073763935,-0.20089485905472748,-0.11445713905747734,-0.1629376339780705,-0.517454889668201,-0.1484130442988812,-0.06579516949597691,-0.0657951694959769,-0.06579516949597691,-0.06579516949597691,-0.09325048082403138,-0.11445713905747734,-0.06579516949597691,-0.0657951694959769,-0.1629376339780705,-0.0657951694959769,-0.13245323570650439,-0.0657951694959769,5.2915026221291805,-0.06579516949597691,-0.11445713905747734,-0.28119346977101095,-0.06579516949597691,-0.0657951694959769,-0.13245323570650439,-0.09325048082403138,-0.3154775211496232,-0.0657951694959769,-0.06579516949597691,-0.4905524551257964,-0.06579516949597691,-0.06579516949597691,-0.18898223650461357,-0.0657951694959769,-0.09325048082403138,-0.1484130442988812,-0.0657951694959769,-0.0657951694959769,-0.3236694374850748,-0.06579516949597691,-0.06579516949597691,-0.06579516949597691,-0.0657951694959769,-0.0657951694959769,-0.33968311024337866,-0.1484130442988812,-0.4495247922641238,-0.1484130442988812,-0.13245323570650439,-0.06579516949597691,-0.13245323570650439,-0.06579516949597691,-0.06579516949597691,Tortilla de papas,Almuerzo
-0.1629376339780705,-0.06579516949597691,-0.06579516949597691,-0.1484130442988812,-0.11445713905747734,-0.1629376339780705,-0.11445713905747734,-0.0657951694959769,-0.0657951694959769,-0.0657951694959769,-0.06579516949597691,-0.06579516949597691,-0.0657951694959769,-0.28119346977101095,-0.06579516949597691,-0.09325048082403138,-0.11445713905747734,-0.42150323203895995,-0.06579516949597691,-0.06579516949597691,-0.09325048082403138,-0.09325048082403138,-0.11445713905747734,-0.13245323570650439,-0.09325048082403138,-0.2231003264365801,-0.0657951694959769,-0.09325048082403138,-0.0657951694959769,3.0895719032666236,-0.13245323570650439,-0.3475240234284579,-0.0657951694959769,-0.09325048082403138,-0.0657951694959769,-0.11445713905747734,-0.06579516949597691,-0.1629376339780705,-0.11445713905747734,-0.09325048082403138,-0.0657951694959769,-0.13245323570650439,-0.0657951694959769,-0.06579516949597691,-0.0657951694959769,-0.2231003264365801,-0.06579516949597691,-0.06579516949597691,-0.06579516949597691,-0.13245323570650439,-0.0657951694959769,-0.06579516949597691,-0.1484130442988812,-0.2335496832484569,-0.06579516949597691,-0.0657951694959769,-0.0657951694959769,-0.09325048082403138,-0.09325048082403138,-0.06579516949597691,-0.0657951694959769,-0.0657951694959769,-0.45643546458763845,-0.0657951694959769,-0.09325048082403138,-0.06579516949597691,-0.517454889668201,-0.06579516949597691,-0.17638342073763935,-0.09325048082403138,-0.3236694374850749,-0.06579516949597691,-0.1484130442988812,-0.13245323570650439,-0.11445713905747737,-0.09325048082403138,-0.17638342073763935,-0.20089485905472748,-0.11445713905747734,-0.1629376339780705,-0.517454889668201,-0.1484130442988812,-0.06579516949597691,-0.0657951694959769,-0.06579516949597691,-0.06579516949597691,-0.09325048082403138,-0.11445713905747734,-0.06579516949597691,-0.0657951694959769,-0.1629376339780705,-0.0657951694959769,-0.13245323570650439,-0.0657951694959769,-0.18898223650461357,-0.06579516949597691,-0.11445713905747734,-0.28119346977101095,-0.06579516949597691,-0.0657951694959769,-0.13245323570650439,-0.09325048082403138,-0.3154775211496232,-0.0657951694959769,-0.06579516949597691,2.0385179801894204,-0.06579516949597691,-0.06579516949597691,-0.18898223650461357,-0.0657951694959769,-0.09325048082403138,-0.1484130442988812,-0.0657951694959769,-0.0657951694959769,-0.3236694374850748,-0.06579516949597691,-0.06579516949597691,-0.06579516949597691,-0.0657951694959769,-0.0657951694959769,2.9439202887759484,-0.1484130442988812,-0.4495247922641238,-0.1484130442988812,-0.13245323570650439,-0.06579516949597691,-0.13245323570650439,-0.06579516949597691,-0.06579516949597691,Milanesa napolitana,Almuerzo
-0.1629376339780705,-0.06579516949597691,-0.06579516949597691,-0.1484130442988812,-0.11445713905747734,-0.1629376339780705,-0.11445713905747734,-0.0657951694959769,-0.0657951694959769,-0.0657951694959769,-0.06579516949597691,-0.06579516949597691,-0.0657951694959769,-0.28119346977101095,-0.06579516949597691,-0.09325048082403138,-0.11445713905747734,-0.42150323203895995,-0.06579516949597691,-0.06579516949597691,-0.09325048082403138,-0.09325048082403138,-0.11445713905747734,-0.13245323570650439,-0.09325048082403138,-0.2231003264365801,-0.0657951694959769,-0.09325048082403138,-0.0657951694959769,-0.3236694374850749,7.54983443527075,2.8774989139876315,-0.0657951694959769,-0.09325048082403138,-0.0657951694959769,-0.11445713905747734,-0.06579516949597691,-0.1629376339780705,-0.11445713905747734,-0.09325048082403138,-0.0657951694959769,-0.13245323570650439,-0.0657951694959769,-0.06579516949597691,-0.0657951694959769,-0.2231003264365801,-0.06579516949597691,-0.06579516949597691,-0.06579516949597691,-0.13245323570650439,-0.0657951694959769,-0.06579516949597691,-0.1484130442988812,-0.2335496832484569,-0.06579516949597691,-0.0657951694959769,-0.0657951694959769,-0.09325048082403138,-0.09325048082403138,-0.06579516949597691,-0.0657951694959769,-0.0657951694959769,-0.45643546458763845,-0.0657951694959769,-0.09325048082403138,-0.06579516949597691,-0.517454889668201,-0.06579516949597691,-0.17638342073763935,-0.09325048082403138,-0.3236694374850749,-0.06579516949597691,-0.1484130442988812,-0.13245323570650439,-0.11445713905747737,-0.09325048082403138,-0.17638342073763935,-0.20089485905472748,-0.11445713905747734,-0.1629376339780705,1.9325356083526686,-0.1484130442988812,-0.06579516949597691,-0.0657951694959769,-0.06579516949597691,-0.06579516949597691,-0.09325048082403138,-0.11445713905747734,-0.06579516949597691,-0.0657951694959769,-0.1629376339780705,-0.0657951694959769,-0.13245323570650439,-0.0657951694959769,-0.18898223650461357,-0.06579516949597691,-0.11445713905747734,-0.28119346977101095,-0.06579516949597691,-0.0657951694959769,-0.13245323570650439,-0.09325048082403138,-0.3154775211496232,-0.0657951694959769,-0.06579516949597691,-0.4905524551257964,-0.06579516949597691,-0.06579516949597691,-0.18898223650461357,-0.0657951694959769,-0.09325048082403138,-0.1484130442988812,-0.0657951694959769,-0.0657951694959769,-0.3236694374850748,-0.06579516949597691,-0.06579516949597691,-0.06579516949597691,-0.0657951694959769,-0.0657951694959769,-0.33968311024337866,-0.1484130442988812,-0.4495247922641238,-0.1484130442988812,-0.13245323570650439,-0.06579516949597691,-0.13245323570650439,-0.06579516949597691,-0.06579516949597691,Empanadas de carne,Almuerzo
-0.1629376339780705,-0.06579516949597691,-0.06579516949597691,-0.1484130442988812,-0.11445713905747734,-0.1629376339780705,-0.11445713905747734,-0.0657951694959769,-0.0657951694959769,-0.0657951694959769,-0.06579516949597691,-0.06579516949597691,-0.0657951694959769,-0.28119346977101095,-0.06579516949597691,-0.09325048082403138,-0.11445713905747734,-0.42150323203895995,-0.06579516949597691,-0.06579516949597691,-0.09325048082403138,-0.09325048082403138,-0.11445713905747734,-0.13245323570650439,-0.09325048082403138,-0.2231003264365801,-0.0657951694959769,-0.09325048082403138,-0.0657951694959769,3.0895719032666236,-0.13245323570650439,-0.3475240234284579,-0.0657951694959769,-0.09325048082403138,-0.0657951694959769,-0.11445713905747734,-0.06579516949597691,-0.1629376339780705,-0.11445713905747734,-0.09325048082403138,-0.0657951694959769,-0.13245323570650439,-0.0657951694959769,-0.06579516949597691,-0.0657951694959769,-0.2231003264365801,-0.06579516949597691,-0.06579516949597691,-0.06579516949597691,-0.13245323570650439,-0.0657951694959769,-0.06579516949597691,-0.1484130442988812,-0.2335496832484569,-0.06579516949597691,-0.0657951694959769,-0.0657951694959769,-0.09325048082403138,-0.09325048082403138,-0.06579516949597691,-0.0657951694959769,-0.0657951694959769,-0.45643546458763845,-0.0657951694959769,-0.09325048082403138,-0.06579516949597691,-0.517454889668201,-0.06579516949597691,-0.17638342073763935,-0.09325048082403138,-0.3236694374850749,-0.06579516949597691,-0.1484130442988812,-0.13245323570650439,-0.11445713905747737,-0.09325048082403138,-0.17638342073763935,-0.20089485905472748,-0.11445713905747734,-0.1629376339780705,-0.517454889668201,-0.1484130442988812,-0.06579516949597691,-0.0657951694959769,-0.06579516949597691,-0.06579516949597691,-0.09325048082403138,-0.11445713905747734,-0.06579516949597691,-0.0657951694959769,-0.1629376339780705,-0.0657951694959769,-0.13245323570650439,-0.0657951694959769,-0.18898223650461357,-0.06579516949597691,-0.11445713905747734,3.5562703529863153,-0.06579516949597691,-0.0657951694959769,-0.13245323570650439,-0.09325048082403138,-0.3154775211496232,-0.0657951694959769,-0.06579516949597691,-0.4905524551257964,-0.06579516949597691,-0.06579516949597691,-0.18898223650461357,-0.0657951694959769,-0.09325048082403138,-0.1484130442988812,-0.0657951694959769,-0.0657951694959769,3.089571903266623,-0.06579516949597691,-0.06579516949597691,-0.06579516949597691,-0.0657951694959769,-0.0657951694959769,-0.33968311024337866,-0.1484130442988812,-0.4495247922641238,-0.1484130442988812,-0.13245323570650439,-0.06579516949597691,-0.13245323570650439,-0.06579516949597691,-0.06579516949597691,Ravioles con estofado,Almuerzo
-0.1629376339780705,-0.06579516949597691,-0.06579516949597691,-0.1484130442988812,-0.11445713905747734,-0.1629376339780705,-0.11445713905747734,-0.0657951694959769,-0.0657951694959769,-0.0657951694959769,-0.06579516949597691,-0.06579516949597691,-0.0657951694959769,-0.28119346977101095,-0.06579516949597691,-0.09325048082403138,-0.11445713905747734,-0.42150323203895995,-0.06579516949597691,-0.06579516949597691,-0.09325048082403138,-0.09325048082403138,-0.11445713905747734,-0.13245323570650439,-0.09325048082403138,-0.2231003264365801,-0.0657951694959769,-0.09325048082403138,-0.0657951694959769,3.0895719032666236,-0.13245323570650439,-0.3475240234284579,-0.0657951694959769,-0.09325048082403138,-0.0657951694959769,-0.11445713905747734,-0.06579516949597691,-0.1629376339780705,-0.11445713905747734,-0.09325048082403138,-0.0657951694959769,-0.13245323570650439,-0.0657951694959769,-0.06579516949597691,-0.0657951694959769,-0.2231003264365801,-0.06579516949597691,-0.06579516949597691,-0.06579516949597691,-0.13245323570650439,-0.0657951694959769,-0.06579516949597691,-0.1484130442988812,-0.2335496832484569,-0.06579516949597691,-0.0657951694959769,-0.0657951694959769,-0.09325048082403138,-0.09325048082403138,-0.06579516949597691,-0.0657951694959769,-0.0657951694959769,-0.45643546458763845,-0.0657951694959769,-0.09325048082403138,-0.06579516949597691,-0.517454889668201,-0.06579516949597691,-0.17638342073763935,-0.09325048082403138,-0.3236694374850749,-0.06579516949597691,-0.1484130442988812,-0.13245323570650439,-0.11445713905747737,-0.09325048082403138,-0.17638342073763935,-0.20089485905472748,-0.11445713905747734,-0.1629376339780705,-0.517454889668201,-0.1484130442988812,-0.06579516949597691,-0.0657951694959769,-0.06579516949597691,-0.06579516949597691,-0.09325048082403138,-0.11445713905747734,-0.06579516949597691,-0.0657951694959769,-0.1629376339780705,-0.0657951694959769,-0.13245323570650439,-0.0657951694959769,-0.18898223650461357,-0.06579516949597691,-0.11445713905747734,-0.28119346977101095,-0.06579516949597691,-0.0657951694959769,-0.13245323570650439,-0.09325048082403138,-0.3154775211496232,-0.0657951694959769,-0.06579516949597691,-0.4905524551257964,-0.06579516949597691,-0.06579516949597691,-0.18898223650461357,-0.0657951694959769,-0.09325048082403138,6.737952211169206,-0.0657951694959769,-0.0657951694959769,-0.3236694374850748,-0.06579516949597691,-0.06579516949597691,-0.06579516949597691,-0.0657951694959769,-0.0657951694959769,-0.33968311024337866,-0.1484130442988812,-0.4495247922641238,-0.1484130442988812,-0.13245323570650439,-0.06579516949597691,-0.13245323570650439,-0.06579516949597691,-0.06579516949597691,Asado argentino,Almuerzo
-0.1629376339780705,-0.06579516949597691,-0.06579516949597691,-0.1484130442988812,-0.11445713905747734,-0.1629376339780705,-0.11445713905747734,-0.0657951694959769,-0.0657951694959769,-0.0657951694959769,-0.06579516949597691,-0.06579516949597691,-0.0657951694959769,-0.28119346977101095,-0.06579516949597691,-0.09325048082403138,-0.11445713905747734,-0.42150323203895995,-0.06579516949597691,-0.06579516949597691,-0.09325048082403138,-0.09325048082403138,-0.11445713905747734,-0.13245323570650439,-0.09325048082403138,-0.2231003264365801,-0.0657951694959769,-0.09325048082403138,-0.0657951694959769,-0.3236694374850749,-0.13245323570650439,-0.3475240234284579,-0.0657951694959769,-0.09325048082403138,-0.0657951694959769,-0.11445713905747734,-0.06579516949597691,-0.1629376339780705,-0.11445713905747734,-0.09325048082403138,-0.0657951694959769,-0.13245323570650439,-0.0657951694959769,-0.06579516949597691,-0.0657951694959769,-0.2231003264365801,-0.06579516949597691,-0.06579516949597691,-0.06579516949597691,-0.13245323570650439,-0.0657951694959769,-0.06579516949597691,-0.1484130442988812,-0.2335496832484569,-0.06579516949597691,-0.0657951694959769,-0.0657951694959769,-0.09325048082403138,-0.09325048082403138,-0.06579516949597691,-0.0657951694959769,-0.0657951694959769,-0.45643546458763845,-0.0657951694959769,-0.09325048082403138,-0.06579516949597691,-0.517454889668201,-0.06579516949597691,-0.17638342073763935,-0.09325048082403138,-0.3236694374850749,-0.06579516949597691,-0.1484130442988812,-0.13245323570650439,-0.11445713905747737,-0.09325048082403138,-0.17638342073763935,-0.20089485905472748,-0.11445713905747734,-0.1629376339780705,1.9325356083526686,-0.1484130442988812,-0.06579516949597691,-0.0657951694959769,-0.06579516949597691,-0.06579516949597691,-0.09325048082403138,-0.11445713905747734,-0.06579516949597691,-0.0657951694959769,-0.1629376339780705,-0.0657951694959769,-0.13245323570650439,-0.0657951694959769,-0.18898223650461357,-0.06579516949597691,-0.11445713905747734,-0.28119346977101095,-0.06579516949597691,-0.0657951694959769,-0.13245323570650439,-0.09325048082403138,-0.3154775211496232,-0.0657951694959769,-0.06579516949597691,2.0385179801894204,-0.06579516949597691,-0.06579516949597691,-0.18898223650461357,-0.0657951694959769,-0.09325048082403138,-0.1484130442988812,-0.0657951694959769,-0.0657951694959769,-0.3236694374850748,-0.06579516949597691,-0.06579516949597691,-0.06579516949597691,-0.0657951694959769,-0.0657951694959769,2.9439202887759484,-0.1484130442988812,-0.4495247922641238,-0.1484130442988812,-0.13245323570650439,-0.06579516949597691,-0.13245323570650439,-0.06579516949597691,-0.06579516949597691,Pizza mozzarella,Almuerzo
-0.1629376339780705,-0.06579516949597691,-0.06579516949597691,-0.1484130442988812,-0.11445713905747734,-0.1629376339780705,-0.11445713905747734,-0.0657951694959769,-0.0657951694959769,-0.0657951694959769,-0.06579516949597691,-0.06579516949597691,-0.0657951694959769,-0.28119346977101095,-0.06579516949597691,-0.09325048082403138,-0.11445713905747734,-0.42150323203895995,-0.06579516949597691,-0.06579516949597691,-0.09325048082403138,-0.09325048082403138,-0.11445713905747734,-0.13245323570650439,-0.09325048082403138,-0.2231003264365801,-0.0657951694959769,-0.09325048082403138,-0.0657951694959769,-0.3236694374850749,7.54983443527075,2.8774989139876315,-0.0657951694959769,-0.09325048082403138,-0.0657951694959769,-0.11445713905747734,-0.06579516949597691,-0.1629376339780705,-0.11445713905747734,-0.09325048082403138,-0.0657951694959769,-0.13245323570650439,-0.0657951694959769,-0.06579516949597691,-0.0657951694959769,-0.2231003264365801,-0.06579516949597691,-0.06579516949597691,-0.06579516949597691,-0.13245323570650439,-0.0657951694959769,-0.06579516949597691,-0.1484130442988812,-0.2335496832484569,-0.06579516949597691,-0.0657951694959769,-0.0657951694959769,-0.09325048082403138,-0.09325048082403138,-0.06579516949597691,-0.0657951694959769,-0.0657951694959769,-0.45643546458763845,-0.0657951694959769,-0.09325048082403138,-0.06579516949597691,-0.517454889668201,-0.06579516949597691,-0.17638342073763935,-0.09325048082403138,-0.3236694374850749,-0.06579516949597691,-0.1484130442988812,-0.13245323570650439,-0.11445713905747737,-0.09325048082403138,-0.17638342073763935,-0.20089485905472748,-0.11445713905747734,-0.1629376339780705,-0.517454889668201,-0.1484130442988812,-0.06579516949597691,-0.0657951694959769,-0.06579516949597691,-0.06579516949597691,-0.09325048082403138,-0.11445713905747734,-0.06579516949597691,-0.0657951694959769,-0.1629376339780705,-0.0657951694959769,-0.13245323570650439,-0.0657951694959769,5.2915026221291805,-0.06579516949597691,-0.11445713905747734,-0.28119346977101095,-0.06579516949597691,-0.0657951694959769,-0.13245323570650439,-0.09325048082403138,-0.3154775211496232,-0.0657951694959769,-0.06579516949597691,-0.4905524551257964,-0.06579516949597691,-0.06579516949597691,-0.18898223650461357,-0.0657951694959769,-0.09325048082403138,-0.1484130442988812,-0.0657951694959769,-0.0657951694959769,-0.3236694374850748,-0.06579516949597691,-0.06579516949597691,-0.06579516949597691,-0.0657951694959769,-0.0657951694959769,-0.33968311024337866,-0.1484130442988812,-0.4495247922641238,-0.1484130442988812,-0.13245323570650439,-0.06579516949597691,-0.13245323570650439,-0.06579516949597691,-0.06579516949597691,Pastel de papa,Almuerzo
-0.1629376339780705,-0.06579516949597691,-0.06579516949597691,-0.1484130442988812,-0.11445713905747734,-0.1629376339780705,-0.11445713905747734,-0.0657951694959769,-0.0657951694959769,-0.0657951694959769,-0.06579516949597691,-0.06579516949597691,-0.0657951694959769,-0.28119346977101095,-0.06579516949597691,-0.09325048082403138,-0.11445713905747734,2.372461048905003,-0.06579516949597691,-0.06579516949597691,-0.09325048082403138,-0.09325048082403138,-0.11445713905747734,-0.13245323570650439,-0.09325048082403138,-0.2231003264365801,-0.0657951694959769,-0.09325048082403138,-0.0657951694959769,-0.3236694374850749,-0.13245323570650439,-0.3475240234284579,-0.0657951694959769,-0.09325048082403138,-0.0657951694959769,-0.11445713905747734,-0.06579516949597691,-0.1629376339780705,-0.11445713905747734,-0.09325048082403138,-0.0657951694959769,-0.13245323570650439,-0.0657951694959769,-0.06579516949597691,-0.0657951694959769,-0.2231003264365801,-0.06579516949597691,-0.06579516949597691,-0.06579516949597691,-0.13245323570650439,-0.0657951694959769,-0.06579516949597691,-0.1484130442988812,-0.2335496832484569,-0.06579516949597691,-0.0657951694959769,-0.0657951694959769,-0.09325048082403138,-0.09325048082403138,-0.06579516949597691,-0.0657951694959769,-0.0657951694959769,-0.45643546458763845,-0.0657951694959769,-0.09325048082403138,-0.06579516949597691,1.932535608352669,-0.06579516949597691,-0.17638342073763935,-0.09325048082403138,3.0895719032666236,-0.06579516949597691,-0.1484130442988812,-0.13245323570650439,-0.11445713905747737,-0.09325048082403138,-0.17638342073763935,-0.20089485905472748,-0.11445713905747734,-0.1629376339780705,-0.517454889668201,-0.1484130442988812,-0.06579516949597691,-0.0657951694959769,-0.06579516949597691,-0.06579516949597691,-0.09325048082403138,-0.11445713905747734,-0.06579516949597691,-0.0657951694959769,-0.1629376339780705,-0.0657951694959769,-0.13245323570650439,-0.0657951694959769,-0.18898223650461357,-0.06579516949597691,-0.11445713905747734,-0.28119346977101095,-0.06579516949597691,-0.0657951694959769,-0.13245323570650439,-0.09325048082403138,-0.3154775211496232,-0.0657951694959769,-0.06579516949597691,-0.4905524551257964,-0.06579516949597691,-0.06579516949597691,-0.18898223650461357,-0.0657951694959769,-0.09325048082403138,-0.1484130442988812,-0.0657951694959769,-0.0657951694959769,-0.3236694374850748,-0.06579516949597691,-0.06579516949597691,-0.06579516949597691,-0.0657951694959769,-0.0657951694959769,-0.33968311024337866,-0.1484130442988812,-0.4495247922641238,-0.1484130442988812,-0.13245323570650439,-0.06579516949597691,-0.13245323570650439,-0.06579516949597691,-0.06579516949597691,Flan casero,Postre
